"Report Title","Publishers Name","Publishers Location","Industry","Geography","Price in USD","URL","Publish Date","Number of pages"
"Controlling Credit Card Debt","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/accounting/credit_control/controlling_credit_card_debt.html","Published on 06-Jun-2010",0
"Outstanding Leadership","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/business_skills/outstanding_leadership.html","Published on 06-Jun-2010",0
"Managing Personal Finances","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/business_skills/managing_personal_finances.html","Published on 06-Jun-2010",0
"10 Steps to Flawless Appraisal Interviews","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/business_skills/10_steps_flawless_appraisal_interviews.html","Published on 06-Jun-2010",0
"Overcoming Personal Barriers to Diversity","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/business_skills/overcoming_personal_barriers_diversity.html","Published on 06-Jun-2010",0
"Transforming Government and Public Services","Ashgate Publishing","United Kingdom","Business &amp; Government","All",0,"http://www.reportbuyer.com/business_government/government/transforming_government_public_services.html","Published on 05-May-2010",188
"A Short Guide to Procurement Risk","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/finance/risk_management/short_guide_procurement_risk.html","Published on 05-May-2010",142
"A Short Guide to Ethical Risk","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/finance/risk_management/short_guide_ethical_risk.html","Published on 05-May-2010",168
"The Business of Europe is Politics","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/business_europe_politics.html","Published on 07-Jul-2010",424
"The Economics of Abundance","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/international_trade/economics_abundance.html","Published on 06-Jun-2010",258
"Making Ecopreneurs","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/small_business_entrepeneurship/making_ecopreneurs.html","Published on 07-Jul-2010",342
"New Demographics New Workspace","Ashgate Publishing","United Kingdom","Business &amp; Government","All",0,"http://www.reportbuyer.com/business_government/office_equipment/new_demographics_new_workspace.html","Published on 07-Jul-2010",164
"Re-imagining the Office","Ashgate Publishing","United Kingdom","Business &amp; Government","All",0,"http://www.reportbuyer.com/business_government/office_equipment/re_imagining_office.html","Published on 06-Jun-2010",138
"Credit Management","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/accounting/credit_control/credit_management.html","Published on 06-Jun-2010",748
"Bullying in the Arts","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/ethics/bullying_arts.html","Published on 01-Jun-2011",266
"Corporate Reputation","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/corporate_governance/corporate_reputation.html","Published on 01-May-2011",356
"Energy, Environment, Natural Resources and Business Competitiveness","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/corporate_governance/energy_environment_natural_resources_business_competitiveness.html","Published on 01-May-2011",386
"Country Analysis","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/country_analysis.html","Published on 01-May-2011",224
"Escalation in Decision-Making","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/escalation_decision_making.html","Published on 01-May-2011",180
"The Competitive Advantage of Regions and Nations","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/competitive_advantage_regions_nations.html","Published on 01-May-2011",254
"Women in Management Worldwide","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/leadership/women_management_worldwide.html","Published on 01-Jun-2011",414
"Towards Ecological Taxation","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/finance/tax_insurance/towards_ecological_taxation.html","Published on 01-May-2011",256
"Occupational Health and Safety","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/health_safety/occupational_health_safety.html","Published on 01-Jun-2011",392
"Nissan Motor Company ","Automotive World","United Kingdom","Automotive","All",774,"http://www.reportbuyer.com/automotive/company_reports_automotive/nissan_motor_company.html","Published on 01-Jan-2006",100
"Hyundai Motor Company ","Automotive World","United Kingdom","Automotive","All",774,"http://www.reportbuyer.com/automotive/company_reports_automotive/hyundai_motor_company.html","Published on 01-Nov-2005",87
"North America Light Vehicle Assembly Plant Directory (2004)","Automotive World","United Kingdom","Automotive","All",774,"http://www.reportbuyer.com/automotive/manufacturing_automotive/north_america_light_vehicle_assembly_plant_directory_2004_.html","Published on 01-Sep-2004",22049
"Nissan Diesel Motor Company ","Automotive World","United Kingdom","Automotive","All",305,"http://www.reportbuyer.com/automotive/company_reports_automotive/nissan_diesel_motor_company.html","Published on 01-Feb-2006",36
"Eicher Motors ","Automotive World","United Kingdom","Automotive","All",305,"http://www.reportbuyer.com/automotive/company_reports_automotive/eicher_motors.html","Published on 01-Sep-2005",169
"Global OEM forward model programmes, forecasts to 2016","Automotive World","United Kingdom","Automotive","All",1174,"http://www.reportbuyer.com/automotive/components/global_oem_forward_model_programmes_forecasts_2016.html","Published on 01-Jul-2006",98443
"The World's Car Manufacturers","Automotive World","United Kingdom","Automotive","All",1087,"http://www.reportbuyer.com/automotive/manufacturing_automotive/worlds_car_manufacturers.html","Published on 10-Aug-2010",
"Light vehicle transmissions","Automotive World","United Kingdom","Automotive","All",461,"http://www.reportbuyer.com/automotive/components/light_vehicle_transmissions.html","Published on 01-Aug-2007",46
"Passenger Car OEM Data Book","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/cars/passenger_car_oem_data_book.html","Published on 18-Jan-2010",270
"Passenger Car OEM Future Model Plans","Automotive World","United Kingdom","Automotive","All",1174,"http://www.reportbuyer.com/automotive/components/passenger_car_oem_future_model_plans.html","Published on 01-Sep-2007",300
"Passenger Car Driver Assistance Systems, Technologies and Trends To 2015","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/components/passenger_car_driver_assistance_systems_technologies_trends_2015.html","Published on 01-Dec-2007",51
"Hybrid Light Vehicles, Technologies and Trends to 2015","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/cars/hybrid_electric_vehicles/hybrid_light_vehicles_technologies_trends_2015.html","Published on 01-Feb-2008",51
"The North American Class 8 Truck Market ","Automotive World","United Kingdom","Automotive","All",931,"http://www.reportbuyer.com/automotive/trucks/north_american_class_truck_market.html","Published on 01-Mar-2008",76
"Passenger Car Fuel Efficiency","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/cars/passenger_car_fuel_efficiency.html","Published on 23-Jun-2008",46
"Light Vehicle Passive Safety Systems, Technologies and Trends to 2015","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/components/light_vehicle_passive_safety_systems_technologies_trends_2015.html","Published on 01-Feb-2008",57
"The European heavy truck market, forecasts to 2013","Automotive World","United Kingdom","Automotive","All",726,"http://www.reportbuyer.com/automotive/trucks/european_heavy_truck_market_forecasts_2013_1.html","Published on 09-Sep-2008",42
"Electric, plug-in hybrid and fuel cell vehicles: technologies and trends","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/manufacturing_automotive/electric_plug_in_hybrid_fuel_cell_vehicles_technologies_trends.html","Published on 10-Oct-2008",53
"Light Vehicle Body Structures and Modules","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/components/light_vehicle_body_structures_modules.html","Published on 12-Dec-2008",57
"Passenger Car OEM Future Model Directory","Automotive World","United Kingdom","Automotive","All",1087,"http://www.reportbuyer.com/automotive/cars/passenger_car_oem_future_model_directory.html","Published on 12-Dec-2008",321
"The Future of Global Automotive Materials Demand to 2020","Automotive World","United Kingdom","Automotive","All",727,"http://www.reportbuyer.com/automotive/cars/future_global_automotive_materials_demand_2020.html","Published on 11-Nov-2008",85
"Alternative Fuels and The Global Auto Industry","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/hybrid_electric_vehicles/alternative_fuels_global_auto_industry.html","Published on 01-Jan-2009",47
"Emissions Control in The Global Light Vehicles Industry","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/cars/emissions_control_global_light_vehicles_industry.html","Published on 07-Jul-2009",58
"Electric, Hybrid &amp; Fuel Cell Commercial Vehicles","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/hybrid_electric_vehicles/electric_hybrid_fuel_cell_commercial_vehicles.html","Published on 15-Sep-2010",62
"China-Built Passenger Cars","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/cars/china_built_passenger_cars.html","Published on 11-Nov-2009",239
"Passive safety technologies, trends and forecasts to 2015","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/components/passive_safety_technologies_trends_forecasts_2015.html","Published on 06-Apr-2011",
"The Electric Vehicle Recharging Infrastructure Report","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/components/electric_vehicle_recharging_infrastructure_report.html","Published on 01-Dec-2010",51
"The Electric Vehicle Batteries Report","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/components/electric_vehicle_batteries_report.html","Published on 01-Dec-2010",51
"The Fuel Cell Vehicle and Hydrogen Infrastructure Report","Automotive World","United Kingdom","Automotive","All",618,"http://www.reportbuyer.com/automotive/hybrid_electric_vehicles/fuel_cell_vehicle_hydrogen_infrastructure_report.html","Published on 01-Nov-2010",53
"The World's Truck Manufacturers","Automotive World","United Kingdom","Automotive","All",979,"http://www.reportbuyer.com/automotive/commercial_vehicles/trucks/worlds_truck_manufacturers.html","Published on 06-Jun-2011",160
"Worldwide Rechargeable Battery Market","Avicenne","France","Computing & Electronics","All",7114,"http://www.reportbuyer.com/computing_electronics/batteries/worldwide_rechargeable_battery_market.html","Published on 15-Jul-2010",230
"European Market for Image Guided Surgery  2005-2010","Avicenne","France","Pharma &amp; Healthcare","All",10808,"http://www.reportbuyer.com/pharma_healthcare/medical_devices/european_market_image_guided_surgery_2005_2010.html","Published on 31-May-2006",180
"European Spine Implants Market 2004-2006","Avicenne","France","Pharma &amp; Healthcare","All",10534,"http://www.reportbuyer.com/pharma_healthcare/medical_devices/european_spine_implants_market_2004_2006.html","Published on 01-Sep-2005",180
"Hybrid & Electric Vehicle Market 2005-2015","Avicenne","France","Automotive","All",8476,"http://www.reportbuyer.com/automotive/cars/hybrid_electric_vehicles/hybrid_electric_vehicle_market_2005_2015.html","Published on 01-Nov-2006",200
"Small & Microfuel cells for Portable Devices 2003-2010","Avicenne","France","Energy & Utilities","All",6699,"http://www.reportbuyer.com/energy_utilities/alternative_renewable/fuel_cells/small_microfuel_cells_portable_devices_2003_2010.html","Published on 01-Jan-2004",169
"Chinese Battery Market 2004-2008","Avicenne","France","Computing & Electronics","All",6699,"http://www.reportbuyer.com/computing_electronics/batteries/chinese_battery_market_2004_2008_1_1.html","Published on 01-Sep-2004",205
"The Rechargeable Battery Market 2006-2015 (Full Report with the 14 modules) ","Avicenne","France","Computing & Electronics","All",9846,"http://www.reportbuyer.com/computing_electronics/batteries/rechargeable_battery_market_2006_2015_full_report_14_modules.html","Published on 01-Oct-2007",230
"The Rechargeable Battery Market 2006-2015 (+2 modules)","Avicenne","France","Computing & Electronics","All",8476,"http://www.reportbuyer.com/computing_electronics/batteries/rechargeable_battery_market_2006_2015_2_modules.html","Published on 01-Sep-2007",230
"The Rechargeable Battery Market 2006-2015 (main report only)","Avicenne","France","Computing & Electronics","All",7114,"http://www.reportbuyer.com/computing_electronics/batteries/rechargeable_battery_market_2006_2015_main_report_only.html","Published on 01-Feb-2006",230
"European Orthopaedics Market","Avicenne","France","Pharma &amp; Healthcare","All",8069,"http://www.reportbuyer.com/pharma_healthcare/treatments/orthopaedic/european_orthopaedics_market.html","Published on 25-Jul-2010",500
"European Spine Implants Market","Avicenne","France","Pharma &amp; Healthcare","All",8069,"http://www.reportbuyer.com/pharma_healthcare/medical_devices/european_spine_implants_market.html","Published on 06-Jun-2009",170
"Orthopaedic Patent Watch","Avicenne","France","Pharma &amp; Healthcare","All",19833,"http://www.reportbuyer.com/pharma_healthcare/treatments/orthopaedic/orthopaedic_patent_watch.html","Published on 12-Apr-2010",150
"Trends, Developments And Dynamics of The European Spine Market 2010 - 2015","Avicenne","France","Pharma &amp; Healthcare","All",8069,"http://www.reportbuyer.com/pharma_healthcare/diagnostics/trends_developments_dynamics_european_spine_market_2010_2015.html","Published on 01-Sep-2011",380
"2007 U.S. Women's & Girls' Apparel Mfg. Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/clothing/womens/2007_u_s_womens_girls_apparel_mfg_industry_report.html","Published on 15-Oct-2006",85
"2007 U.S. Women's & Children's Clothing Wholesale Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/clothing/womens/2007_u_s_womens_childrens_clothing_wholesale_report.html","Published on 15-Oct-2006",122
"2007 U.S. Wireless Telecommunications Carriers Industry Report","Barnes Reports","Woolwich, United States","Telecoms","United States",148,"http://www.reportbuyer.com/telecoms/wireless_telecoms/2007_u_s_wireless_telecommunications_carriers_industry_report.html","Published on 15-Oct-2006",210
"2007 U.S. Wired Telecommunications Carriers Industry Report","Barnes Reports","Woolwich, United States","Telecoms","United States",148,"http://www.reportbuyer.com/telecoms/fixed_line/2007_u_s_wired_telecommunications_carriers_industry_report.html","Published on 15-Oct-2006",229
"2007 U.S. Wineries & Wine-Making Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/alcoholic_drinks/wine/2007_u_s_wineries_wine_making_industry_report.html","Published on 15-Oct-2006",90
"2007 U.S. Wine & Alcoholic Beverages Wholesales Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/alcoholic_drinks/2007_u_s_wine_alcoholic_beverages_wholesales_report.html","Published on 15-Oct-2006",102
"2007 U.S. Warehouse Clubs & Superstores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/shopping/shopping_centres_malls/2007_u_s_warehouse_clubs_superstores_industry_report.html","Published on 15-Oct-2006",192
"2007 U.S. Television Broadcasting Services Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/television/2007_u_s_television_broadcasting_services_industry_report.html","Published on 15-Oct-2006",126
"2007 U.S. Telephone Equipment Mfg. Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","United States",148,"http://www.reportbuyer.com/computing_electronics/electrical_components/2007_u_s_telephone_equipment_mfg_industry_report.html","Published on 15-Oct-2006",68
"2007 U.S. Spectator Sports Industry  Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/sporting_activities/2007_u_s_spectator_sports_industry_report.html","Published on 15-Oct-2006",157
"2007 U.S. Software Reproducing Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","United States",148,"http://www.reportbuyer.com/computing_electronics/software/2007_u_s_software_reproducing_industry_report.html","Published on 15-Oct-2006",43
"2007 U.S. Software Publishing Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","United States",148,"http://www.reportbuyer.com/computing_electronics/software/2007_u_s_software_publishing_industry_report.html","Published on 15-Oct-2006",139
"2007 U.S. Soft-Drink Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/soft_drinks/2007_u_s_soft_drink_manufacturing_industry_report.html","Published on 15-Oct-2006",91
"2007 U.S. Snack Food Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/snacks/2007_u_s_snack_food_manufacturing_industry_report.html","Published on 15-Oct-2006",78
"2007 U.S. Sign Manufacturing Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/misc_industry_manufacturing/2007_u_s_sign_manufacturing_report.html","Published on 15-Oct-2006",181
"2007 U.S. Semi-Conductor & Electronic Components Mfg. Report","Barnes Reports","Woolwich, United States","Computing & Electronics","United States",148,"http://www.reportbuyer.com/computing_electronics/electrical_components/2007_u_s_semi_conductor_electronic_components_mfg_report.html","Published on 15-Oct-2006",144
"2007 U.S. Security Guards & Patrol Services Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/security/security_services/2007_u_s_security_guards_patrol_services_industry_report.html","Published on 15-Oct-2006",176
"2007 U.S. Securities Brokerage Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/security/2007_u_s_securities_brokerage_industry_report.html","Published on 15-Oct-2006",231
"2007 U.S. Scheduled Air Transportation Industry Report","Barnes Reports","Woolwich, United States","Transport & Travel","United States",148,"http://www.reportbuyer.com/transport_travel/air/air_cargo/2007_u_s_scheduled_air_transportation_industry_report_1.html","Published on 15-Oct-2006",126
"2007 U.S. Real Estate Property Managers Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/real_estate_agents/2007_u_s_real_estate_property_managers_industry_report.html","Published on 15-Oct-2006",216
"2007 U.S. Real Estate Agents & Brokers Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/real_estate_agents/2007_u_s_real_estate_agents_brokers_industry_report.html","Published on 15-Oct-2006",229
"2007 U.S. Radio TV Broadcast Equipment Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/radio/2007_u_s_radio_tv_broadcast_equipment_report.html","Published on 15-Oct-2006",171
"2007 U.S. Radio Broadcasting Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/radio/2007_u_s_radio_broadcasting_industry_report.html","Published on 15-Oct-2006",224
"2007 U.S. Public Relations Agencies Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/advertising_marketing/public_relations/2007_u_s_public_relations_agencies_industry_report.html","Published on 15-Oct-2006",126
"2007 U.S. Property & Casualty Insurance Carriers Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","United States",148,"http://www.reportbuyer.com/banking_finance/insurance/property/2007_u_s_property_casualty_insurance_carriers_industry_report.html","Published on 15-Oct-2006",199
"2007 U.S. Printing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/publishing/2007_u_s_printing_industry_report.html","Published on 15-Oct-2006",231
"2007 U.S. Printing & Writing Paper Wholesales Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/misc_consumer_goods_retail/2007_u_s_printing_writing_paper_wholesales_report.html","Published on 15-Oct-2006",96
"2007 U.S. Plumbing & Heating & A/C Contractors Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/contractors_engineers/2007_u_s_plumbing_heating_a_c_contractors_report.html","Published on 15-Oct-2006",229
"2007 U.S. Pharmacies & Drug Stores Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/pharmacy/2007_u_s_pharmacies_drug_stores_industry_report.html","Published on 15-Oct-2006",234
"2007 U.S. Pharmaceutical Preparation Mfg. Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/general_industry/2007_u_s_pharmaceutical_preparation_mfg_industry_report.html","Published on 15-Oct-2006",87
"2007 U.S. Petroleum Refineries Industry Report","Barnes Reports","Woolwich, United States","Energy & Utilities","United States",148,"http://www.reportbuyer.com/energy_utilities/oil_gas/petrol_motor_fuel/2007_u_s_petroleum_refineries_industry_report.html","Published on 15-Oct-2006",131
"2007 U.S. Petrochemical Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Chemicals","United States",148,"http://www.reportbuyer.com/chemicals/specialty_chemicals/2007_u_s_petrochemical_manufacturing_industry_report.html","Published on 15-Oct-2006",63
"2007 U.S. Periodical Publishing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/publishing/magazine_periodicals/2007_u_s_periodical_publishing_industry_report.html","Published on 15-Oct-2006",163
"2007 U.S. Paper Mills Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/pulp_paper/2007_u_s_paper_mills_industry_report.html","Published on 15-Oct-2006",84
"2007 U.S. Offices of Lawyers Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/law/2007_u_s_offices_lawyers_industry_report.html","Published on 15-Oct-2006",230
"2007 U.S. Office Supplies & Stationery Stores Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/office_equipment/2007_u_s_office_supplies_stationery_stores_industry_report.html","Published on 15-Oct-2006",210
"2007 U.S. Office Furniture Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/office_equipment/office_furniture/2007_u_s_office_furniture_manufacturing_industry_report.html","Published on 15-Oct-2006",151
"2007 U.S. Office Equipment Wholesales Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/office_equipment/2007_u_s_office_equipment_wholesales_industry_report.html","Published on 15-Oct-2006",164
"2007 U.S. Newspaper Publishing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/publishing/newspapers/2007_u_s_newspaper_publishing_industry_report.html","Published on 15-Oct-2006",227
"2007 U.S. New Car Dealers Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/general_retailing/2007_u_s_new_car_dealers_industry_report.html","Published on 15-Oct-2006",228
"2007 U.S. Musical Groups & artists Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/music/2007_u_s_musical_groups_artists_industry_report.html","Published on 15-Oct-2006",140
"2007 U.S. Music Publishing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/music/2007_u_s_music_publishing_industry_report.html","Published on 15-Oct-2006",61
"2007 U.S. Motion Pictures & Video Production Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/film_dvd_video/2007_u_s_motion_pictures_video_production_industry_report.html","Published on 15-Oct-2006",146
"2007 U.S. Mortgage & Non-Mortgage Brokers Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","United States",148,"http://www.reportbuyer.com/banking_finance/lending/mortgages/2007_u_s_mortgage_non_mortgage_brokers_industry_report.html","Published on 15-Oct-2006",180
"2007 U.S. Men's Clothing Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/clothing/mens/2007_u_s_mens_clothing_stores_industry_report.html","Published on 15-Oct-2006",180
"2007 U.S. Men's & Boys' Apparel Mfg. Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/clothing/mens/2007_u_s_mens_boys_apparel_mfg_industry_report.html","Published on 15-Oct-2006",87
"2007 U.S. Medical Equipment & Supplies Mfg. Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/medical_supplies/2007_u_s_medical_equipment_supplies_mfg_industry_report.html","Published on 15-Oct-2006",198
"2007 U.S. Medical & Surgical Hospitals Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/healthcare/hospital/2007_u_s_medical_surgical_hospitals_industry_report.html","Published on 15-Oct-2006",228
"2007 U.S. Marketing Research & Public Opinion Polling  Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/advertising_marketing/2007_u_s_marketing_research_public_opinion_polling_report.html","Published on 15-Oct-2006",115
"2007 U.S. Management Consulting Services Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/consulting/2007_u_s_management_consulting_services_industry_report.html","Published on 15-Oct-2006",226
"2007 U.S. Major Appliance Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/appliances/2007_u_s_major_appliance_manufacturing_industry_report_1.html","Published on 15-Oct-2006",61
"2007 U.S. Local Freight Trucking Industry Report","Barnes Reports","Woolwich, United States","Transport & Travel","United States",148,"http://www.reportbuyer.com/transport_travel/roads/2007_u_s_local_freight_trucking_industry_report.html","Published on 15-Oct-2006",230
"2007, U.S. Kitchen Cabinet & Countertop Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/construction/construction_materials/2007_u_s_kitchen_cabinet_countertop_manufacturing_industry_report.html","Published on 15-Oct-2006",192
"2007 U.S. Investment Banking & Securities Dealing Industry  Report","Barnes Reports","Woolwich, United States","Banking & Finance","United States",148,"http://www.reportbuyer.com/banking_finance/investments/2007_u_s_investment_banking_securities_dealing_industry_report.html","Published on 15-Oct-2006",128
"2007 U.S. Interior Design Services Industry  Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/design_photography/2007_u_s_interior_design_services_industry_report.html","Published on 15-Oct-2006",162
"2007 U.S. Insurance Agencies & Brokerages Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","United States",148,"http://www.reportbuyer.com/banking_finance/insurance/2007_u_s_insurance_agencies_brokerages_industry_report.html","Published on 15-Oct-2006",232
"2007 U.S. Household & Institutional Furniture Mfg. Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/furniture/2007_u_s_household_institutional_furniture_mfg_report.html","Published on 15-Oct-2006",176
"2007 U.S. Hotels & Motels Industry  Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/tourism_travel/hotels/2007_u_s_hotels_motels_industry_report.html","Published on 15-Oct-2006",230
"2007 U.S. Home Health Care Services Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/healthcare/2007_u_s_home_health_care_services_industry_report.html","Published on 15-Oct-2006",217
"2007 U.S. Home Centers Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/consumer_electronics/audio_visual_equipment/2007_u_s_home_centers_industry_report.html","Published on 15-Oct-2006",212
